leaf_idx,type,ne,classification,first_referencing_node,reasoning
658,f16,5120x48x1x1,weight:blk.42.ssm_alpha.weight,n2473,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
659,f32,48x1x1x1,weight:blk.42.ssm_dt.bias,n2475,f32[48] ADD operand on the alpha path
660,f32,48x1x1x1,weight:blk.42.ssm_a,n2477,f32[48] MUL operand after softplus (-exp(A_log) factor)
661,f16,5120x48x1x1,weight:blk.42.ssm_beta.weight,n2479,f16 5120x48 GEMV feeding sigmoid (mixing path)
662,f32,128x1x1x1,weight:blk.42.ssm_norm.weight,n2490,f32[128] MUL after the per-head RMS_NORM of the GDN output
663,q4_0,5120x6144x1x1,weight:blk.42.attn_gate.weight,n2491,unique q4_0 5120x6144 in block (z-gate GEMV)
664,q4_0_ar16,6144x5120x1x1,weight:blk.42.ssm_out.weight,n2496,unique Q4_0_AR16 6144x5120 in block
665,f32,5120x1x1x1,weight:blk.42.post_attention_norm.weight,n2500,f32[5120] MUL paired with pre-FFN RMS_NORM
666,q4_0,5120x17408x1x1,weight:blk.42.ffn_gate.weight,n2501,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
667,q4_0,5120x17408x1x1,weight:blk.42.ffn_up.weight,n2502,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
668,q4_0,17408x5120x1x1,weight:blk.42.ffn_down.weight,n2504,unique q4_0 17408x5120 in block
669,f32,5120x1x1x1,weight:blk.43.attn_norm.weight,n2507,f32[5120] MUL paired with pre-mixer RMS_NORM
670,q4_0,5120x12288x1x1,weight:blk.43.attn_q.weight,n2508,unique q4_0 5120x12288 in block (q+gate interleaved)
671,f32,256x1x1x1,weight:blk.43.attn_q_norm.weight,n2511,"f32[256] norm weight; MUL output has 24 heads (24=q, 4=k)"
672,q4_0,5120x1024x1x1,weight:blk.43.attn_v.weight,n2513,q4_0 5120x1024 whose GEMV goes straight to the V-cache SET_ROWS
673,q4_0,5120x1024x1x1,weight:blk.43.attn_k.weight,n2515,q4_0 5120x1024 whose GEMV feeds k_norm RMS_NORM + ROPE
674,f32,256x1x1x1,weight:blk.43.attn_k_norm.weight,n2518,"f32[256] norm weight; MUL output has 4 heads (24=q, 4=k)"
675,f16,1024x262144x1x1,cache_k(blk.43),n2521,"f16 1024x262144 KV line; SET_ROWS value comes from ROPE (K is roped, V is not)"
676,f16,1024x262144x1x1,cache_v(blk.43),n2523,"f16 1024x262144 KV line; SET_ROWS value does not come from ROPE (K is roped, V is not)"
677,q4_0,6144x5120x1x1,weight:blk.43.attn_output.weight,n2536,unique q4_0 6144x5120 in block
678,f32,5120x1x1x1,weight:blk.43.post_attention_norm.weight,n2539,f32[5120] MUL paired with pre-FFN RMS_NORM
679,q4_0,5120x17408x1x1,weight:blk.43.ffn_gate.weight,n2540,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
680,q4_0,5120x17408x1x1,weight:blk.43.ffn_up.weight,n2541,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
681,q4_0,17408x5120x1x1,weight:blk.43.ffn_down.weight,n2543,unique q4_0 17408x5120 in block
682,f32,5120x1x1x1,weight:blk.44.attn_norm.weight,n2546,f32[5120] MUL paired with pre-mixer RMS_NORM
683,f32,30720x1x1x1,state:conv_state(blk.44),n2547,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
684,q4_0,5120x10240x1x1,weight:blk.44.attn_qkv.weight,n2555,unique q4_0 5120x10240 in block
685,f32,786432x1x1x1,state:ssm_state(blk.44),n2562,f32[786432]=128x128x48 GDN recurrent state
686,f32,4x10240x1x1,weight:blk.44.ssm_conv1d.weight,n2569,f32 4x10240 SSM_CONV kernel
687,f16,5120x48x1x1,weight:blk.44.ssm_alpha.weight,n2576,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
688,f32,48x1x1x1,weight:blk.44.ssm_dt.bias,n2578,f32[48] ADD operand on the alpha path
689,f32,48x1x1x1,weight:blk.44.ssm_a,n2580,f32[48] MUL operand after softplus (-exp(A_log) factor)
690,f16,5120x48x1x1,weight:blk.44.ssm_beta.weight,n2582,f16 5120x48 GEMV feeding sigmoid (mixing path)
691,f32,128x1x1x1,weight:blk.44.ssm_norm.weight,n2593,f32[128] MUL after the per-head RMS_NORM of the GDN output
692,q4_0,5120x6144x1x1,weight:blk.44.attn_gate.weight,n2594,unique q4_0 5120x6144 in block (z-gate GEMV)
693,q4_0_ar16,6144x5120x1x1,weight:blk.44.ssm_out.weight,n2599,unique Q4_0_AR16 6144x5120 in block
694,f32,5120x1x1x1,weight:blk.44.post_attention_norm.weight,n2603,f32[5120] MUL paired with pre-FFN RMS_NORM
695,q4_0,5120x17408x1x1,weight:blk.44.ffn_gate.weight,n2604,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
696,q4_0,5120x17408x1x1,weight:blk.44.ffn_up.weight,n2605,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
697,q4_0,17408x5120x1x1,weight:blk.44.ffn_down.weight,n2607,unique q4_0 17408x5120 in block
698,f32,5120x1x1x1,weight:blk.45.attn_norm.weight,n2610,f32[5120] MUL paired with pre-mixer RMS_NORM
699,f32,30720x1x1x1,state:conv_state(blk.45),n2611,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
700,q4_0,5120x10240x1x1,weight:blk.45.attn_qkv.weight,n2619,unique q4_0 5120x10240 in block
701,f32,786432x1x1x1,state:ssm_state(blk.45),n2626,f32[786432]=128x128x48 GDN recurrent state
702,f32,4x10240x1x1,weight:blk.45.ssm_conv1d.weight,n2633,f32 4x10240 SSM_CONV kernel
703,f16,5120x48x1x1,weight:blk.45.ssm_alpha.weight,n2640,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
704,f32,48x1x1x1,weight:blk.45.ssm_dt.bias,n2642,f32[48] ADD operand on the alpha path
705,f32,48x1x1x1,weight:blk.45.ssm_a,n2644,f32[48] MUL operand after softplus (-exp(A_log) factor)
706,f16,5120x48x1x1,weight:blk.45.ssm_beta.weight,n2646,f16 5120x48 GEMV feeding sigmoid (mixing path)
707,f32,128x1x1x1,weight:blk.45.ssm_norm.weight,n2657,f32[128] MUL after the per-head RMS_NORM of the GDN output
708,q4_0,5120x6144x1x1,weight:blk.45.attn_gate.weight,n2658,unique q4_0 5120x6144 in block (z-gate GEMV)
709,q4_0_ar16,6144x5120x1x1,weight:blk.45.ssm_out.weight,n2663,unique Q4_0_AR16 6144x5120 in block
710,f32,5120x1x1x1,weight:blk.45.post_attention_norm.weight,n2667,f32[5120] MUL paired with pre-FFN RMS_NORM
711,q4_0,5120x17408x1x1,weight:blk.45.ffn_gate.weight,n2668,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
712,q4_0,5120x17408x1x1,weight:blk.45.ffn_up.weight,n2669,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
713,q4_0,17408x5120x1x1,weight:blk.45.ffn_down.weight,n2671,unique q4_0 17408x5120 in block
714,f32,5120x1x1x1,weight:blk.46.attn_norm.weight,n2674,f32[5120] MUL paired with pre-mixer RMS_NORM
715,f32,30720x1x1x1,state:conv_state(blk.46),n2675,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
716,q4_0,5120x10240x1x1,weight:blk.46.attn_qkv.weight,n2683,unique q4_0 5120x10240 in block
717,f32,786432x1x1x1,state:ssm_state(blk.46),n2690,f32[786432]=128x128x48 GDN recurrent state
718,f32,4x10240x1x1,weight:blk.46.ssm_conv1d.weight,n2697,f32 4x10240 SSM_CONV kernel
719,f16,5120x48x1x1,weight:blk.46.ssm_alpha.weight,n2704,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
720,f32,48x1x1x1,weight:blk.46.ssm_dt.bias,n2706,f32[48] ADD operand on the alpha path
721,f32,48x1x1x1,weight:blk.46.ssm_a,n2708,f32[48] MUL operand after softplus (-exp(A_log) factor)
722,f16,5120x48x1x1,weight:blk.46.ssm_beta.weight,n2710,f16 5120x48 GEMV feeding sigmoid (mixing path)
723,f32,128x1x1x1,weight:blk.46.ssm_norm.weight,n2721,f32[128] MUL after the per-head RMS_NORM of the GDN output
724,q4_0,5120x6144x1x1,weight:blk.46.attn_gate.weight,n2722,unique q4_0 5120x6144 in block (z-gate GEMV)
725,q4_0_ar16,6144x5120x1x1,weight:blk.46.ssm_out.weight,n2727,unique Q4_0_AR16 6144x5120 in block
726,f32,5120x1x1x1,weight:blk.46.post_attention_norm.weight,n2731,f32[5120] MUL paired with pre-FFN RMS_NORM
727,q4_0,5120x17408x1x1,weight:blk.46.ffn_gate.weight,n2732,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
728,q4_0,5120x17408x1x1,weight:blk.46.ffn_up.weight,n2733,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
729,q4_0,17408x5120x1x1,weight:blk.46.ffn_down.weight,n2735,unique q4_0 17408x5120 in block
730,f32,5120x1x1x1,weight:blk.47.attn_norm.weight,n2738,f32[5120] MUL paired with pre-mixer RMS_NORM
731,q4_0,5120x12288x1x1,weight:blk.47.attn_q.weight,n2739,unique q4_0 5120x12288 in block (q+gate interleaved)
732,f32,256x1x1x1,weight:blk.47.attn_q_norm.weight,n2742,"f32[256] norm weight; MUL output has 24 heads (24=q, 4=k)"
733,q4_0,5120x1024x1x1,weight:blk.47.attn_v.weight,n2744,q4_0 5120x1024 whose GEMV goes straight to the V-cache SET_ROWS
734,q4_0,5120x1024x1x1,weight:blk.47.attn_k.weight,n2746,q4_0 5120x1024 whose GEMV feeds k_norm RMS_NORM + ROPE
735,f32,256x1x1x1,weight:blk.47.attn_k_norm.weight,n2749,"f32[256] norm weight; MUL output has 4 heads (24=q, 4=k)"
736,f16,1024x262144x1x1,cache_k(blk.47),n2752,"f16 1024x262144 KV line; SET_ROWS value comes from ROPE (K is roped, V is not)"
737,f16,1024x262144x1x1,cache_v(blk.47),n2754,"f16 1024x262144 KV line; SET_ROWS value does not come from ROPE (K is roped, V is not)"
738,q4_0,6144x5120x1x1,weight:blk.47.attn_output.weight,n2767,unique q4_0 6144x5120 in block
739,f32,5120x1x1x1,weight:blk.47.post_attention_norm.weight,n2770,f32[5120] MUL paired with pre-FFN RMS_NORM
740,q4_0,5120x17408x1x1,weight:blk.47.ffn_gate.weight,n2771,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
741,q4_0,5120x17408x1x1,weight:blk.47.ffn_up.weight,n2772,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
742,q4_0,17408x5120x1x1,weight:blk.47.ffn_down.weight,n2774,unique q4_0 17408x5120 in block
743,f32,5120x1x1x1,weight:blk.48.attn_norm.weight,n2777,f32[5120] MUL paired with pre-mixer RMS_NORM
744,f32,30720x1x1x1,state:conv_state(blk.48),n2778,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
745,q4_0,5120x10240x1x1,weight:blk.48.attn_qkv.weight,n2786,unique q4_0 5120x10240 in block
746,f32,786432x1x1x1,state:ssm_state(blk.48),n2793,f32[786432]=128x128x48 GDN recurrent state
747,f32,4x10240x1x1,weight:blk.48.ssm_conv1d.weight,n2800,f32 4x10240 SSM_CONV kernel
748,f16,5120x48x1x1,weight:blk.48.ssm_alpha.weight,n2807,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
749,f32,48x1x1x1,weight:blk.48.ssm_dt.bias,n2809,f32[48] ADD operand on the alpha path
750,f32,48x1x1x1,weight:blk.48.ssm_a,n2811,f32[48] MUL operand after softplus (-exp(A_log) factor)
751,f16,5120x48x1x1,weight:blk.48.ssm_beta.weight,n2813,f16 5120x48 GEMV feeding sigmoid (mixing path)
752,f32,128x1x1x1,weight:blk.48.ssm_norm.weight,n2824,f32[128] MUL after the per-head RMS_NORM of the GDN output
753,q4_0,5120x6144x1x1,weight:blk.48.attn_gate.weight,n2825,unique q4_0 5120x6144 in block (z-gate GEMV)
754,q4_0_ar16,6144x5120x1x1,weight:blk.48.ssm_out.weight,n2830,unique Q4_0_AR16 6144x5120 in block
755,f32,5120x1x1x1,weight:blk.48.post_attention_norm.weight,n2834,f32[5120] MUL paired with pre-FFN RMS_NORM
756,q4_0,5120x17408x1x1,weight:blk.48.ffn_gate.weight,n2835,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
757,q4_0,5120x17408x1x1,weight:blk.48.ffn_up.weight,n2836,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
758,q4_0,17408x5120x1x1,weight:blk.48.ffn_down.weight,n2838,unique q4_0 17408x5120 in block
759,f32,5120x1x1x1,weight:blk.49.attn_norm.weight,n2841,f32[5120] MUL paired with pre-mixer RMS_NORM
760,f32,30720x1x1x1,state:conv_state(blk.49),n2842,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
761,q4_0,5120x10240x1x1,weight:blk.49.attn_qkv.weight,n2850,unique q4_0 5120x10240 in block
762,f32,786432x1x1x1,state:ssm_state(blk.49),n2857,f32[786432]=128x128x48 GDN recurrent state
763,f32,4x10240x1x1,weight:blk.49.ssm_conv1d.weight,n2864,f32 4x10240 SSM_CONV kernel
764,f16,5120x48x1x1,weight:blk.49.ssm_alpha.weight,n2871,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
765,f32,48x1x1x1,weight:blk.49.ssm_dt.bias,n2873,f32[48] ADD operand on the alpha path
766,f32,48x1x1x1,weight:blk.49.ssm_a,n2875,f32[48] MUL operand after softplus (-exp(A_log) factor)
767,f16,5120x48x1x1,weight:blk.49.ssm_beta.weight,n2877,f16 5120x48 GEMV feeding sigmoid (mixing path)
768,f32,128x1x1x1,weight:blk.49.ssm_norm.weight,n2888,f32[128] MUL after the per-head RMS_NORM of the GDN output
769,q4_0,5120x6144x1x1,weight:blk.49.attn_gate.weight,n2889,unique q4_0 5120x6144 in block (z-gate GEMV)
770,q4_0_ar16,6144x5120x1x1,weight:blk.49.ssm_out.weight,n2894,unique Q4_0_AR16 6144x5120 in block
771,f32,5120x1x1x1,weight:blk.49.post_attention_norm.weight,n2898,f32[5120] MUL paired with pre-FFN RMS_NORM
772,q4_0,5120x17408x1x1,weight:blk.49.ffn_gate.weight,n2899,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
773,q4_0,5120x17408x1x1,weight:blk.49.ffn_up.weight,n2900,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
774,q4_0,17408x5120x1x1,weight:blk.49.ffn_down.weight,n2902,unique q4_0 17408x5120 in block
775,f32,5120x1x1x1,weight:blk.50.attn_norm.weight,n2905,f32[5120] MUL paired with pre-mixer RMS_NORM
776,f32,30720x1x1x1,state:conv_state(blk.50),n2906,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
777,q4_0,5120x10240x1x1,weight:blk.50.attn_qkv.weight,n2914,unique q4_0 5120x10240 in block
778,f32,786432x1x1x1,state:ssm_state(blk.50),n2921,f32[786432]=128x128x48 GDN recurrent state
779,f32,4x10240x1x1,weight:blk.50.ssm_conv1d.weight,n2928,f32 4x10240 SSM_CONV kernel
780,f16,5120x48x1x1,weight:blk.50.ssm_alpha.weight,n2935,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
781,f32,48x1x1x1,weight:blk.50.ssm_dt.bias,n2937,f32[48] ADD operand on the alpha path
782,f32,48x1x1x1,weight:blk.50.ssm_a,n2939,f32[48] MUL operand after softplus (-exp(A_log) factor)
783,f16,5120x48x1x1,weight:blk.50.ssm_beta.weight,n2941,f16 5120x48 GEMV feeding sigmoid (mixing path)
784,f32,128x1x1x1,weight:blk.50.ssm_norm.weight,n2952,f32[128] MUL after the per-head RMS_NORM of the GDN output
785,q4_0,5120x6144x1x1,weight:blk.50.attn_gate.weight,n2953,unique q4_0 5120x6144 in block (z-gate GEMV)
786,q4_0_ar16,6144x5120x1x1,weight:blk.50.ssm_out.weight,n2958,unique Q4_0_AR16 6144x5120 in block
787,f32,5120x1x1x1,weight:blk.50.post_attention_norm.weight,n2962,f32[5120] MUL paired with pre-FFN RMS_NORM
788,q4_0,5120x17408x1x1,weight:blk.50.ffn_gate.weight,n2963,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
789,q4_0,5120x17408x1x1,weight:blk.50.ffn_up.weight,n2964,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
790,q4_0,17408x5120x1x1,weight:blk.50.ffn_down.weight,n2966,unique q4_0 17408x5120 in block
791,f32,5120x1x1x1,weight:blk.51.attn_norm.weight,n2969,f32[5120] MUL paired with pre-mixer RMS_NORM
792,q4_0,5120x12288x1x1,weight:blk.51.attn_q.weight,n2970,unique q4_0 5120x12288 in block (q+gate interleaved)
793,f32,256x1x1x1,weight:blk.51.attn_q_norm.weight,n2973,"f32[256] norm weight; MUL output has 24 heads (24=q, 4=k)"
794,q4_0,5120x1024x1x1,weight:blk.51.attn_v.weight,n2975,q4_0 5120x1024 whose GEMV goes straight to the V-cache SET_ROWS
795,q4_0,5120x1024x1x1,weight:blk.51.attn_k.weight,n2977,q4_0 5120x1024 whose GEMV feeds k_norm RMS_NORM + ROPE
796,f32,256x1x1x1,weight:blk.51.attn_k_norm.weight,n2980,"f32[256] norm weight; MUL output has 4 heads (24=q, 4=k)"
797,f16,1024x262144x1x1,cache_k(blk.51),n2983,"f16 1024x262144 KV line; SET_ROWS value comes from ROPE (K is roped, V is not)"
798,f16,1024x262144x1x1,cache_v(blk.51),n2985,"f16 1024x262144 KV line; SET_ROWS value does not come from ROPE (K is roped, V is not)"
799,q4_0,6144x5120x1x1,weight:blk.51.attn_output.weight,n2998,unique q4_0 6144x5120 in block
800,f32,5120x1x1x1,weight:blk.51.post_attention_norm.weight,n3001,f32[5120] MUL paired with pre-FFN RMS_NORM
801,q4_0,5120x17408x1x1,weight:blk.51.ffn_gate.weight,n3002,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
802,q4_0,5120x17408x1x1,weight:blk.51.ffn_up.weight,n3003,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
803,q4_0,17408x5120x1x1,weight:blk.51.ffn_down.weight,n3005,unique q4_0 17408x5120 in block
804,f32,5120x1x1x1,weight:blk.52.attn_norm.weight,n3008,f32[5120] MUL paired with pre-mixer RMS_NORM
805,f32,30720x1x1x1,state:conv_state(blk.52),n3009,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
806,q4_0,5120x10240x1x1,weight:blk.52.attn_qkv.weight,n3017,unique q4_0 5120x10240 in block
807,f32,786432x1x1x1,state:ssm_state(blk.52),n3024,f32[786432]=128x128x48 GDN recurrent state
808,f32,4x10240x1x1,weight:blk.52.ssm_conv1d.weight,n3031,f32 4x10240 SSM_CONV kernel
809,f16,5120x48x1x1,weight:blk.52.ssm_alpha.weight,n3038,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
810,f32,48x1x1x1,weight:blk.52.ssm_dt.bias,n3040,f32[48] ADD operand on the alpha path
811,f32,48x1x1x1,weight:blk.52.ssm_a,n3042,f32[48] MUL operand after softplus (-exp(A_log) factor)
812,f16,5120x48x1x1,weight:blk.52.ssm_beta.weight,n3044,f16 5120x48 GEMV feeding sigmoid (mixing path)
813,f32,128x1x1x1,weight:blk.52.ssm_norm.weight,n3055,f32[128] MUL after the per-head RMS_NORM of the GDN output
814,q4_0,5120x6144x1x1,weight:blk.52.attn_gate.weight,n3056,unique q4_0 5120x6144 in block (z-gate GEMV)
815,q4_0_ar16,6144x5120x1x1,weight:blk.52.ssm_out.weight,n3061,unique Q4_0_AR16 6144x5120 in block
816,f32,5120x1x1x1,weight:blk.52.post_attention_norm.weight,n3065,f32[5120] MUL paired with pre-FFN RMS_NORM
817,q4_0,5120x17408x1x1,weight:blk.52.ffn_gate.weight,n3066,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
818,q4_0,5120x17408x1x1,weight:blk.52.ffn_up.weight,n3067,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
819,q4_0,17408x5120x1x1,weight:blk.52.ffn_down.weight,n3069,unique q4_0 17408x5120 in block
820,f32,5120x1x1x1,weight:blk.53.attn_norm.weight,n3072,f32[5120] MUL paired with pre-mixer RMS_NORM
821,f32,30720x1x1x1,state:conv_state(blk.53),n3073,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
822,q4_0,5120x10240x1x1,weight:blk.53.attn_qkv.weight,n3081,unique q4_0 5120x10240 in block
823,f32,786432x1x1x1,state:ssm_state(blk.53),n3088,f32[786432]=128x128x48 GDN recurrent state
824,f32,4x10240x1x1,weight:blk.53.ssm_conv1d.weight,n3095,f32 4x10240 SSM_CONV kernel
825,f16,5120x48x1x1,weight:blk.53.ssm_alpha.weight,n3102,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
826,f32,48x1x1x1,weight:blk.53.ssm_dt.bias,n3104,f32[48] ADD operand on the alpha path
827,f32,48x1x1x1,weight:blk.53.ssm_a,n3106,f32[48] MUL operand after softplus (-exp(A_log) factor)
828,f16,5120x48x1x1,weight:blk.53.ssm_beta.weight,n3108,f16 5120x48 GEMV feeding sigmoid (mixing path)
829,f32,128x1x1x1,weight:blk.53.ssm_norm.weight,n3119,f32[128] MUL after the per-head RMS_NORM of the GDN output
830,q4_0,5120x6144x1x1,weight:blk.53.attn_gate.weight,n3120,unique q4_0 5120x6144 in block (z-gate GEMV)
831,q4_0_ar16,6144x5120x1x1,weight:blk.53.ssm_out.weight,n3125,unique Q4_0_AR16 6144x5120 in block
832,f32,5120x1x1x1,weight:blk.53.post_attention_norm.weight,n3129,f32[5120] MUL paired with pre-FFN RMS_NORM
833,q4_0,5120x17408x1x1,weight:blk.53.ffn_gate.weight,n3130,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
834,q4_0,5120x17408x1x1,weight:blk.53.ffn_up.weight,n3131,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
835,q4_0,17408x5120x1x1,weight:blk.53.ffn_down.weight,n3133,unique q4_0 17408x5120 in block
836,f32,5120x1x1x1,weight:blk.54.attn_norm.weight,n3136,f32[5120] MUL paired with pre-mixer RMS_NORM
837,f32,30720x1x1x1,state:conv_state(blk.54),n3137,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
838,q4_0,5120x10240x1x1,weight:blk.54.attn_qkv.weight,n3145,unique q4_0 5120x10240 in block
839,f32,786432x1x1x1,state:ssm_state(blk.54),n3152,f32[786432]=128x128x48 GDN recurrent state
840,f32,4x10240x1x1,weight:blk.54.ssm_conv1d.weight,n3159,f32 4x10240 SSM_CONV kernel
841,f16,5120x48x1x1,weight:blk.54.ssm_alpha.weight,n3166,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
842,f32,48x1x1x1,weight:blk.54.ssm_dt.bias,n3168,f32[48] ADD operand on the alpha path
843,f32,48x1x1x1,weight:blk.54.ssm_a,n3170,f32[48] MUL operand after softplus (-exp(A_log) factor)
844,f16,5120x48x1x1,weight:blk.54.ssm_beta.weight,n3172,f16 5120x48 GEMV feeding sigmoid (mixing path)
845,f32,128x1x1x1,weight:blk.54.ssm_norm.weight,n3183,f32[128] MUL after the per-head RMS_NORM of the GDN output
846,q4_0,5120x6144x1x1,weight:blk.54.attn_gate.weight,n3184,unique q4_0 5120x6144 in block (z-gate GEMV)
847,q4_0_ar16,6144x5120x1x1,weight:blk.54.ssm_out.weight,n3189,unique Q4_0_AR16 6144x5120 in block
848,f32,5120x1x1x1,weight:blk.54.post_attention_norm.weight,n3193,f32[5120] MUL paired with pre-FFN RMS_NORM
849,q4_0,5120x17408x1x1,weight:blk.54.ffn_gate.weight,n3194,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
850,q4_0,5120x17408x1x1,weight:blk.54.ffn_up.weight,n3195,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
851,q4_0,17408x5120x1x1,weight:blk.54.ffn_down.weight,n3197,unique q4_0 17408x5120 in block
852,f32,5120x1x1x1,weight:blk.55.attn_norm.weight,n3200,f32[5120] MUL paired with pre-mixer RMS_NORM
853,q4_0,5120x12288x1x1,weight:blk.55.attn_q.weight,n3201,unique q4_0 5120x12288 in block (q+gate interleaved)
854,f32,256x1x1x1,weight:blk.55.attn_q_norm.weight,n3204,"f32[256] norm weight; MUL output has 24 heads (24=q, 4=k)"
855,q4_0,5120x1024x1x1,weight:blk.55.attn_v.weight,n3206,q4_0 5120x1024 whose GEMV goes straight to the V-cache SET_ROWS
856,q4_0,5120x1024x1x1,weight:blk.55.attn_k.weight,n3208,q4_0 5120x1024 whose GEMV feeds k_norm RMS_NORM + ROPE
857,f32,256x1x1x1,weight:blk.55.attn_k_norm.weight,n3211,"f32[256] norm weight; MUL output has 4 heads (24=q, 4=k)"
858,f16,1024x262144x1x1,cache_k(blk.55),n3214,"f16 1024x262144 KV line; SET_ROWS value comes from ROPE (K is roped, V is not)"
859,f16,1024x262144x1x1,cache_v(blk.55),n3216,"f16 1024x262144 KV line; SET_ROWS value does not come from ROPE (K is roped, V is not)"
860,q4_0,6144x5120x1x1,weight:blk.55.attn_output.weight,n3229,unique q4_0 6144x5120 in block
861,f32,5120x1x1x1,weight:blk.55.post_attention_norm.weight,n3232,f32[5120] MUL paired with pre-FFN RMS_NORM
862,q4_0,5120x17408x1x1,weight:blk.55.ffn_gate.weight,n3233,"q4_0 5120x17408; its GEMV is GLU src0 (src0=gate, src1=up)"
863,q4_0,5120x17408x1x1,weight:blk.55.ffn_up.weight,n3234,"q4_0 5120x17408; its GEMV is GLU src1 (src0=gate, src1=up)"
864,q4_0,17408x5120x1x1,weight:blk.55.ffn_down.weight,n3236,unique q4_0 17408x5120 in block
865,f32,5120x1x1x1,weight:blk.56.attn_norm.weight,n3239,f32[5120] MUL paired with pre-mixer RMS_NORM
866,f32,30720x1x1x1,state:conv_state(blk.56),n3240,f32[30720]=10240x3 rolling conv window (d_conv-1 tokens x conv channels)
867,q4_0,5120x10240x1x1,weight:blk.56.attn_qkv.weight,n3248,unique q4_0 5120x10240 in block
868,f32,786432x1x1x1,state:ssm_state(blk.56),n3255,f32[786432]=128x128x48 GDN recurrent state
869,f32,4x10240x1x1,weight:blk.56.ssm_conv1d.weight,n3262,f32 4x10240 SSM_CONV kernel
870,f16,5120x48x1x1,weight:blk.56.ssm_alpha.weight,n3269,f16 5120x48 GEMV feeding ADD(ssm_dt.bias)->softplus->MUL(ssm_a) (decay path)
871,f32,48x1x1x1,weight:blk.56.ssm_dt.bias,n3271,f32[48] ADD operand on the alpha path
872,f32,48x1x1x1,weight:blk.56.ssm_a,n3273,f32[48] MUL operand after softplus (-exp(A_log) factor)
873,f16,5120x48x1x1,weight:blk.56.ssm_beta.weight,n3275,f16 5120x48 GEMV feeding sigmoid (mixing path)
874,f32,128x1x1x1,weight:blk.56.ssm_norm.weight,n3286,f32[128] MUL after the per-head RMS_NORM of the GDN output
