node_idx,op,type,ne,decoded_params,src_refs,block_idx,macro_op_id,macro_kind
2822,VIEW,f32,128x48x1x1,offset=0,n2818,48,745,gated_out_norm
2823,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n2822,48,745,gated_out_norm
2824,MUL,f32,128x48x1x1,,n2823;l752,48,745,gated_out_norm
2825,MUL_MAT,f32,6144x1x1x1,,l753;n2777,48,745,gated_out_norm
2826,RESHAPE,f32,128x48x1x1,,n2825,48,745,gated_out_norm
2827,UNARY,f32,128x48x1x1,unary=silu(10),n2826,48,745,gated_out_norm
2828,MUL,f32,128x48x1x1,,n2824;n2827,48,745,gated_out_norm
2829,RESHAPE,f32,6144x1x1x1,,n2828,48,745,gated_out_norm
2830,MUL_MAT,f32,5120x1x1x1,,l754;n2829,48,746,out_proj_ar16
2831,RESHAPE,f32,5120x1x1x1,,n2830,48,746,out_proj_ar16
2832,ADD,f32,5120x1x1x1,,n2831;n2775,48,747,residual_add
2833,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2832,48,748,rmsnorm
2834,MUL,f32,5120x1x1x1,,n2833;l755,48,748,rmsnorm
2835,MUL_MAT,f32,17408x1x1x1,,l756;n2834,48,749,ffn_fused
2836,MUL_MAT,f32,17408x1x1x1,,l757;n2834,48,749,ffn_fused
2837,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n2835;n2836,48,749,ffn_fused
2838,MUL_MAT,f32,5120x1x1x1,,l758;n2837,48,749,ffn_fused
2839,ADD,f32,5120x1x1x1,,n2838;n2832,48,750,residual_add
2840,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2839,49,751,rmsnorm
2841,MUL,f32,5120x1x1x1,,n2840;l759,49,751,rmsnorm
2842,RESHAPE,f32,30720x1x1x1,,l760,49,752,conv_state_shift
2843,VIEW,f32,0x1x1x1,offset=0,n2842,49,752,conv_state_shift
2844,SCALE,f32,0x1x1x1,scale=0 bias=0,n2843,49,752,conv_state_shift
2845,GET_ROWS,f32,30720x1x1x1,,n2842;l6,49,752,conv_state_shift
2846,GET_ROWS,f32,30720x0x1x1,,n2842;l7,49,752,conv_state_shift
2847,VIEW,f32,30720x0x1x1,offset=122880,l760,49,752,conv_state_shift
2848,CPY,f32,30720x0x1x1,,n2846;n2847,49,752,conv_state_shift
2849,RESHAPE,f32,3x10240x1x1,,n2845,49,752,conv_state_shift
2850,MUL_MAT,f32,10240x1x1x1,,l761;n2841,49,753,qkv_mmvq
2851,RESHAPE,f32,10240x1x1x1,,n2850,49,753,qkv_mmvq
2852,TRANSPOSE,f32,1x10240x1x1,,n2851,49,753,qkv_mmvq
2853,CONCAT,f32,4x10240x1x1,dim=0,n2849;n2852,49,754,conv_concat_store
2854,VIEW,f32,3x10240x1x1,offset=4,n2853,49,754,conv_concat_store
2855,VIEW,f32,30720x1x1x1,offset=0,l760,49,754,conv_concat_store
2856,CPY,f32,30720x1x1x1,,n2854;n2855,49,754,conv_concat_store
2857,RESHAPE,f32,786432x1x1x1,,l762,49,755,ssm_state_fetch
2858,VIEW,f32,0x1x1x1,offset=0,n2857,49,755,ssm_state_fetch
2859,SCALE,f32,0x1x1x1,scale=0 bias=0,n2858,49,755,ssm_state_fetch
2860,GET_ROWS,f32,786432x1x1x1,,n2857;l6,49,755,ssm_state_fetch
2861,GET_ROWS,f32,786432x0x1x1,,n2857;l7,49,755,ssm_state_fetch
2862,VIEW,f32,786432x0x1x1,offset=3145728,l762,49,755,ssm_state_fetch
2863,CPY,f32,786432x0x1x1,,n2861;n2862,49,755,ssm_state_fetch
2864,SSM_CONV,f32,10240x1x1x1,,n2853;l763,49,756,ssm_conv_silu
2865,UNARY,f32,10240x1x1x1,unary=silu(10),n2864,49,756,ssm_conv_silu
2866,VIEW,f32,128x16x1x1,offset=0,n2865,49,757,qk_l2norm
2867,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n2866,49,757,qk_l2norm
2868,VIEW,f32,128x16x1x1,offset=8192,n2865,49,757,qk_l2norm
2869,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n2868,49,757,qk_l2norm
2870,VIEW,f32,128x48x1x1,offset=16384,n2865,49,757,qk_l2norm
2871,MUL_MAT,f32,48x1x1x1,,l764;n2841,49,758,gdn_gates
2872,RESHAPE,f32,48x1x1x1,,n2871,49,758,gdn_gates
2873,ADD,f32,48x1x1x1,,n2872;l765,49,758,gdn_gates
2874,UNARY,f32,48x1x1x1,unary=softplus(15),n2873,49,758,gdn_gates
2875,MUL,f32,48x1x1x1,,n2874;l766,49,758,gdn_gates
2876,RESHAPE,f32,1x48x1x1,,n2875,49,758,gdn_gates
2877,MUL_MAT,f32,48x1x1x1,,l767;n2841,49,758,gdn_gates
2878,RESHAPE,f32,1x48x1x1,,n2877,49,758,gdn_gates
2879,UNARY,f32,1x48x1x1,unary=sigmoid(7),n2878,49,758,gdn_gates
2880,RESHAPE,f32,128x128x48x1,,n2860,49,755,ssm_state_fetch
2881,RESHAPE,f32,786432x1x1x1,,n2880,49,755,ssm_state_fetch
2882,GATED_DELTA_NET,f32,6144x129x1x1,,n2867;n2869;n2870;n2876;n2879;n2881,49,759,deltanet_step
2883,VIEW,f32,128x128x48x1,offset=24576,n2882,49,760,ssm_state_store
2884,VIEW,f32,786432x1x1x1,offset=0,l762,49,760,ssm_state_store
2885,CPY,f32,786432x1x1x1,,n2883;n2884,49,760,ssm_state_store
2886,VIEW,f32,128x48x1x1,offset=0,n2882,49,761,gated_out_norm
2887,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n2886,49,761,gated_out_norm
2888,MUL,f32,128x48x1x1,,n2887;l768,49,761,gated_out_norm
2889,MUL_MAT,f32,6144x1x1x1,,l769;n2841,49,761,gated_out_norm
2890,RESHAPE,f32,128x48x1x1,,n2889,49,761,gated_out_norm
2891,UNARY,f32,128x48x1x1,unary=silu(10),n2890,49,761,gated_out_norm
2892,MUL,f32,128x48x1x1,,n2888;n2891,49,761,gated_out_norm
2893,RESHAPE,f32,6144x1x1x1,,n2892,49,761,gated_out_norm
2894,MUL_MAT,f32,5120x1x1x1,,l770;n2893,49,762,out_proj_ar16
2895,RESHAPE,f32,5120x1x1x1,,n2894,49,762,out_proj_ar16
2896,ADD,f32,5120x1x1x1,,n2895;n2839,49,763,residual_add
2897,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2896,49,764,rmsnorm
2898,MUL,f32,5120x1x1x1,,n2897;l771,49,764,rmsnorm
2899,MUL_MAT,f32,17408x1x1x1,,l772;n2898,49,765,ffn_fused
2900,MUL_MAT,f32,17408x1x1x1,,l773;n2898,49,765,ffn_fused
2901,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n2899;n2900,49,765,ffn_fused
2902,MUL_MAT,f32,5120x1x1x1,,l774;n2901,49,765,ffn_fused
2903,ADD,f32,5120x1x1x1,,n2902;n2896,49,766,residual_add
2904,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2903,50,767,rmsnorm
2905,MUL,f32,5120x1x1x1,,n2904;l775,50,767,rmsnorm
2906,RESHAPE,f32,30720x1x1x1,,l776,50,768,conv_state_shift
2907,VIEW,f32,0x1x1x1,offset=0,n2906,50,768,conv_state_shift
2908,SCALE,f32,0x1x1x1,scale=0 bias=0,n2907,50,768,conv_state_shift
2909,GET_ROWS,f32,30720x1x1x1,,n2906;l6,50,768,conv_state_shift
2910,GET_ROWS,f32,30720x0x1x1,,n2906;l7,50,768,conv_state_shift
2911,VIEW,f32,30720x0x1x1,offset=122880,l776,50,768,conv_state_shift
2912,CPY,f32,30720x0x1x1,,n2910;n2911,50,768,conv_state_shift
2913,RESHAPE,f32,3x10240x1x1,,n2909,50,768,conv_state_shift
2914,MUL_MAT,f32,10240x1x1x1,,l777;n2905,50,769,qkv_mmvq
2915,RESHAPE,f32,10240x1x1x1,,n2914,50,769,qkv_mmvq
2916,TRANSPOSE,f32,1x10240x1x1,,n2915,50,769,qkv_mmvq
2917,CONCAT,f32,4x10240x1x1,dim=0,n2913;n2916,50,770,conv_concat_store
2918,VIEW,f32,3x10240x1x1,offset=4,n2917,50,770,conv_concat_store
2919,VIEW,f32,30720x1x1x1,offset=0,l776,50,770,conv_concat_store
2920,CPY,f32,30720x1x1x1,,n2918;n2919,50,770,conv_concat_store
2921,RESHAPE,f32,786432x1x1x1,,l778,50,771,ssm_state_fetch
2922,VIEW,f32,0x1x1x1,offset=0,n2921,50,771,ssm_state_fetch
2923,SCALE,f32,0x1x1x1,scale=0 bias=0,n2922,50,771,ssm_state_fetch
2924,GET_ROWS,f32,786432x1x1x1,,n2921;l6,50,771,ssm_state_fetch
2925,GET_ROWS,f32,786432x0x1x1,,n2921;l7,50,771,ssm_state_fetch
2926,VIEW,f32,786432x0x1x1,offset=3145728,l778,50,771,ssm_state_fetch
2927,CPY,f32,786432x0x1x1,,n2925;n2926,50,771,ssm_state_fetch
2928,SSM_CONV,f32,10240x1x1x1,,n2917;l779,50,772,ssm_conv_silu
2929,UNARY,f32,10240x1x1x1,unary=silu(10),n2928,50,772,ssm_conv_silu
2930,VIEW,f32,128x16x1x1,offset=0,n2929,50,773,qk_l2norm
2931,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n2930,50,773,qk_l2norm
2932,VIEW,f32,128x16x1x1,offset=8192,n2929,50,773,qk_l2norm
2933,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n2932,50,773,qk_l2norm
2934,VIEW,f32,128x48x1x1,offset=16384,n2929,50,773,qk_l2norm
2935,MUL_MAT,f32,48x1x1x1,,l780;n2905,50,774,gdn_gates
2936,RESHAPE,f32,48x1x1x1,,n2935,50,774,gdn_gates
2937,ADD,f32,48x1x1x1,,n2936;l781,50,774,gdn_gates
2938,UNARY,f32,48x1x1x1,unary=softplus(15),n2937,50,774,gdn_gates
2939,MUL,f32,48x1x1x1,,n2938;l782,50,774,gdn_gates
2940,RESHAPE,f32,1x48x1x1,,n2939,50,774,gdn_gates
2941,MUL_MAT,f32,48x1x1x1,,l783;n2905,50,774,gdn_gates
2942,RESHAPE,f32,1x48x1x1,,n2941,50,774,gdn_gates
2943,UNARY,f32,1x48x1x1,unary=sigmoid(7),n2942,50,774,gdn_gates
2944,RESHAPE,f32,128x128x48x1,,n2924,50,771,ssm_state_fetch
2945,RESHAPE,f32,786432x1x1x1,,n2944,50,771,ssm_state_fetch
2946,GATED_DELTA_NET,f32,6144x129x1x1,,n2931;n2933;n2934;n2940;n2943;n2945,50,775,deltanet_step
2947,VIEW,f32,128x128x48x1,offset=24576,n2946,50,776,ssm_state_store
2948,VIEW,f32,786432x1x1x1,offset=0,l778,50,776,ssm_state_store
2949,CPY,f32,786432x1x1x1,,n2947;n2948,50,776,ssm_state_store
2950,VIEW,f32,128x48x1x1,offset=0,n2946,50,777,gated_out_norm
2951,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n2950,50,777,gated_out_norm
2952,MUL,f32,128x48x1x1,,n2951;l784,50,777,gated_out_norm
2953,MUL_MAT,f32,6144x1x1x1,,l785;n2905,50,777,gated_out_norm
2954,RESHAPE,f32,128x48x1x1,,n2953,50,777,gated_out_norm
2955,UNARY,f32,128x48x1x1,unary=silu(10),n2954,50,777,gated_out_norm
2956,MUL,f32,128x48x1x1,,n2952;n2955,50,777,gated_out_norm
2957,RESHAPE,f32,6144x1x1x1,,n2956,50,777,gated_out_norm
2958,MUL_MAT,f32,5120x1x1x1,,l786;n2957,50,778,out_proj_ar16
2959,RESHAPE,f32,5120x1x1x1,,n2958,50,778,out_proj_ar16
2960,ADD,f32,5120x1x1x1,,n2959;n2903,50,779,residual_add
2961,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2960,50,780,rmsnorm
2962,MUL,f32,5120x1x1x1,,n2961;l787,50,780,rmsnorm
2963,MUL_MAT,f32,17408x1x1x1,,l788;n2962,50,781,ffn_fused
2964,MUL_MAT,f32,17408x1x1x1,,l789;n2962,50,781,ffn_fused
2965,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n2963;n2964,50,781,ffn_fused
2966,MUL_MAT,f32,5120x1x1x1,,l790;n2965,50,781,ffn_fused
2967,ADD,f32,5120x1x1x1,,n2966;n2960,50,782,residual_add
2968,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2967,51,783,rmsnorm
2969,MUL,f32,5120x1x1x1,,n2968;l791,51,783,rmsnorm
2970,MUL_MAT,f32,12288x1x1x1,,l792;n2969,51,784,q_gemv_norm_rope
2971,VIEW,f32,256x24x1x1,offset=0,n2970,51,784,q_gemv_norm_rope
2972,RMS_NORM,f32,256x24x1x1,eps=9.999999975e-07,n2971,51,784,q_gemv_norm_rope
2973,MUL,f32,256x24x1x1,,n2972;l793,51,784,q_gemv_norm_rope
2974,ROPE,f32,256x24x1x1,n_dims=64 mode=IMROPE(40) n_ctx_orig=262144 freq_base=10000000 freq_scale=1 ext_factor=0 attn_factor=1 beta_fast=32 beta_slow=1 sections=[11 11 10 0],n2973;l57,51,784,q_gemv_norm_rope
2975,MUL_MAT,f32,1024x1x1x1,,l794;n2969,51,785,v_gemv
2976,RESHAPE,f32,256x4x1x1,,n2975,51,785,v_gemv
2977,MUL_MAT,f32,1024x1x1x1,,l795;n2969,51,786,k_gemv_norm_rope
2978,RESHAPE,f32,256x4x1x1,,n2977,51,786,k_gemv_norm_rope
2979,RMS_NORM,f32,256x4x1x1,eps=9.999999975e-07,n2978,51,786,k_gemv_norm_rope
2980,MUL,f32,256x4x1x1,,n2979;l796,51,786,k_gemv_norm_rope
2981,ROPE,f32,256x4x1x1,n_dims=64 mode=IMROPE(40) n_ctx_orig=262144 freq_base=10000000 freq_scale=1 ext_factor=0 attn_factor=1 beta_fast=32 beta_slow=1 sections=[11 11 10 0],n2980;l57,51,786,k_gemv_norm_rope
2982,VIEW,f32,1024x1x1x1,offset=0,n2981,51,787,kv_append
2983,SET_ROWS,f16,1024x262144x1x1,,n2982;l61;l797,51,787,kv_append
2984,VIEW,f32,1024x1x1x1,offset=0,n2976,51,787,kv_append
2985,SET_ROWS,f16,1024x262144x1x1,,n2984;l63;l798,51,787,kv_append
2986,VIEW,f32,256x24x1x1,offset=0,n2974,51,788,fattn_prep
2987,PERMUTE,f32,256x1x24x1,axes=[0 2 1 3],n2986,51,788,fattn_prep
2988,VIEW,f16,256x4x33024x1,offset=0,l797,51,788,fattn_prep
2989,PERMUTE,f16,256x33024x4x1,axes=[0 2 1 3],n2988,51,788,fattn_prep
2990,VIEW,f16,256x4x33024x1,offset=0,l798,51,788,fattn_prep
2991,PERMUTE,f16,256x33024x4x1,axes=[0 2 1 3],n2990,51,788,fattn_prep
2992,FLASH_ATTN_EXT,f32,256x24x1x1,scale=0.0625 max_bias=0 logit_softcap=0 prec=10,n2987;n2989;n2991;n219,51,789,fattn_decode
2993,RESHAPE,f32,6144x1x1x1,,n2992,51,790,attn_gate_out
2994,VIEW,f32,256x24x1x1,offset=1024,n2970,51,790,attn_gate_out
2995,CONT,f32,6144x1x1x1,,n2994,51,790,attn_gate_out
2996,UNARY,f32,6144x1x1x1,unary=sigmoid(7),n2995,51,790,attn_gate_out
2997,MUL,f32,6144x1x1x1,,n2993;n2996,51,790,attn_gate_out
2998,MUL_MAT,f32,5120x1x1x1,,l799;n2997,51,791,o_gemv
2999,ADD,f32,5120x1x1x1,,n2998;n2967,51,792,residual_add
3000,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n2999,51,793,rmsnorm
3001,MUL,f32,5120x1x1x1,,n3000;l800,51,793,rmsnorm
3002,MUL_MAT,f32,17408x1x1x1,,l801;n3001,51,794,ffn_fused
3003,MUL_MAT,f32,17408x1x1x1,,l802;n3001,51,794,ffn_fused
3004,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n3002;n3003,51,794,ffn_fused
3005,MUL_MAT,f32,5120x1x1x1,,l803;n3004,51,794,ffn_fused
3006,ADD,f32,5120x1x1x1,,n3005;n2999,51,795,residual_add
3007,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n3006,52,796,rmsnorm
3008,MUL,f32,5120x1x1x1,,n3007;l804,52,796,rmsnorm
3009,RESHAPE,f32,30720x1x1x1,,l805,52,797,conv_state_shift
3010,VIEW,f32,0x1x1x1,offset=0,n3009,52,797,conv_state_shift
3011,SCALE,f32,0x1x1x1,scale=0 bias=0,n3010,52,797,conv_state_shift
3012,GET_ROWS,f32,30720x1x1x1,,n3009;l6,52,797,conv_state_shift
3013,GET_ROWS,f32,30720x0x1x1,,n3009;l7,52,797,conv_state_shift
3014,VIEW,f32,30720x0x1x1,offset=122880,l805,52,797,conv_state_shift
3015,CPY,f32,30720x0x1x1,,n3013;n3014,52,797,conv_state_shift
3016,RESHAPE,f32,3x10240x1x1,,n3012,52,797,conv_state_shift
3017,MUL_MAT,f32,10240x1x1x1,,l806;n3008,52,798,qkv_mmvq
3018,RESHAPE,f32,10240x1x1x1,,n3017,52,798,qkv_mmvq
3019,TRANSPOSE,f32,1x10240x1x1,,n3018,52,798,qkv_mmvq
3020,CONCAT,f32,4x10240x1x1,dim=0,n3016;n3019,52,799,conv_concat_store
3021,VIEW,f32,3x10240x1x1,offset=4,n3020,52,799,conv_concat_store
3022,VIEW,f32,30720x1x1x1,offset=0,l805,52,799,conv_concat_store
3023,CPY,f32,30720x1x1x1,,n3021;n3022,52,799,conv_concat_store
3024,RESHAPE,f32,786432x1x1x1,,l807,52,800,ssm_state_fetch
3025,VIEW,f32,0x1x1x1,offset=0,n3024,52,800,ssm_state_fetch
3026,SCALE,f32,0x1x1x1,scale=0 bias=0,n3025,52,800,ssm_state_fetch
3027,GET_ROWS,f32,786432x1x1x1,,n3024;l6,52,800,ssm_state_fetch
3028,GET_ROWS,f32,786432x0x1x1,,n3024;l7,52,800,ssm_state_fetch
3029,VIEW,f32,786432x0x1x1,offset=3145728,l807,52,800,ssm_state_fetch
3030,CPY,f32,786432x0x1x1,,n3028;n3029,52,800,ssm_state_fetch
3031,SSM_CONV,f32,10240x1x1x1,,n3020;l808,52,801,ssm_conv_silu
3032,UNARY,f32,10240x1x1x1,unary=silu(10),n3031,52,801,ssm_conv_silu
3033,VIEW,f32,128x16x1x1,offset=0,n3032,52,802,qk_l2norm
3034,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n3033,52,802,qk_l2norm
3035,VIEW,f32,128x16x1x1,offset=8192,n3032,52,802,qk_l2norm
3036,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n3035,52,802,qk_l2norm
3037,VIEW,f32,128x48x1x1,offset=16384,n3032,52,802,qk_l2norm
3038,MUL_MAT,f32,48x1x1x1,,l809;n3008,52,803,gdn_gates
3039,RESHAPE,f32,48x1x1x1,,n3038,52,803,gdn_gates
3040,ADD,f32,48x1x1x1,,n3039;l810,52,803,gdn_gates
3041,UNARY,f32,48x1x1x1,unary=softplus(15),n3040,52,803,gdn_gates
3042,MUL,f32,48x1x1x1,,n3041;l811,52,803,gdn_gates
3043,RESHAPE,f32,1x48x1x1,,n3042,52,803,gdn_gates
3044,MUL_MAT,f32,48x1x1x1,,l812;n3008,52,803,gdn_gates
3045,RESHAPE,f32,1x48x1x1,,n3044,52,803,gdn_gates
3046,UNARY,f32,1x48x1x1,unary=sigmoid(7),n3045,52,803,gdn_gates
3047,RESHAPE,f32,128x128x48x1,,n3027,52,800,ssm_state_fetch
3048,RESHAPE,f32,786432x1x1x1,,n3047,52,800,ssm_state_fetch
3049,GATED_DELTA_NET,f32,6144x129x1x1,,n3034;n3036;n3037;n3043;n3046;n3048,52,804,deltanet_step
3050,VIEW,f32,128x128x48x1,offset=24576,n3049,52,805,ssm_state_store
3051,VIEW,f32,786432x1x1x1,offset=0,l807,52,805,ssm_state_store
3052,CPY,f32,786432x1x1x1,,n3050;n3051,52,805,ssm_state_store
3053,VIEW,f32,128x48x1x1,offset=0,n3049,52,806,gated_out_norm
3054,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n3053,52,806,gated_out_norm
3055,MUL,f32,128x48x1x1,,n3054;l813,52,806,gated_out_norm
3056,MUL_MAT,f32,6144x1x1x1,,l814;n3008,52,806,gated_out_norm
3057,RESHAPE,f32,128x48x1x1,,n3056,52,806,gated_out_norm
3058,UNARY,f32,128x48x1x1,unary=silu(10),n3057,52,806,gated_out_norm
3059,MUL,f32,128x48x1x1,,n3055;n3058,52,806,gated_out_norm
3060,RESHAPE,f32,6144x1x1x1,,n3059,52,806,gated_out_norm
3061,MUL_MAT,f32,5120x1x1x1,,l815;n3060,52,807,out_proj_ar16
3062,RESHAPE,f32,5120x1x1x1,,n3061,52,807,out_proj_ar16
3063,ADD,f32,5120x1x1x1,,n3062;n3006,52,808,residual_add
3064,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n3063,52,809,rmsnorm
3065,MUL,f32,5120x1x1x1,,n3064;l816,52,809,rmsnorm
3066,MUL_MAT,f32,17408x1x1x1,,l817;n3065,52,810,ffn_fused
3067,MUL_MAT,f32,17408x1x1x1,,l818;n3065,52,810,ffn_fused
3068,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n3066;n3067,52,810,ffn_fused
3069,MUL_MAT,f32,5120x1x1x1,,l819;n3068,52,810,ffn_fused
3070,ADD,f32,5120x1x1x1,,n3069;n3063,52,811,residual_add
3071,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n3070,53,812,rmsnorm
3072,MUL,f32,5120x1x1x1,,n3071;l820,53,812,rmsnorm
3073,RESHAPE,f32,30720x1x1x1,,l821,53,813,conv_state_shift
3074,VIEW,f32,0x1x1x1,offset=0,n3073,53,813,conv_state_shift
3075,SCALE,f32,0x1x1x1,scale=0 bias=0,n3074,53,813,conv_state_shift
3076,GET_ROWS,f32,30720x1x1x1,,n3073;l6,53,813,conv_state_shift
3077,GET_ROWS,f32,30720x0x1x1,,n3073;l7,53,813,conv_state_shift
3078,VIEW,f32,30720x0x1x1,offset=122880,l821,53,813,conv_state_shift
3079,CPY,f32,30720x0x1x1,,n3077;n3078,53,813,conv_state_shift
3080,RESHAPE,f32,3x10240x1x1,,n3076,53,813,conv_state_shift
3081,MUL_MAT,f32,10240x1x1x1,,l822;n3072,53,814,qkv_mmvq
3082,RESHAPE,f32,10240x1x1x1,,n3081,53,814,qkv_mmvq
3083,TRANSPOSE,f32,1x10240x1x1,,n3082,53,814,qkv_mmvq
3084,CONCAT,f32,4x10240x1x1,dim=0,n3080;n3083,53,815,conv_concat_store
3085,VIEW,f32,3x10240x1x1,offset=4,n3084,53,815,conv_concat_store
3086,VIEW,f32,30720x1x1x1,offset=0,l821,53,815,conv_concat_store
3087,CPY,f32,30720x1x1x1,,n3085;n3086,53,815,conv_concat_store
3088,RESHAPE,f32,786432x1x1x1,,l823,53,816,ssm_state_fetch
3089,VIEW,f32,0x1x1x1,offset=0,n3088,53,816,ssm_state_fetch
3090,SCALE,f32,0x1x1x1,scale=0 bias=0,n3089,53,816,ssm_state_fetch
3091,GET_ROWS,f32,786432x1x1x1,,n3088;l6,53,816,ssm_state_fetch
3092,GET_ROWS,f32,786432x0x1x1,,n3088;l7,53,816,ssm_state_fetch
3093,VIEW,f32,786432x0x1x1,offset=3145728,l823,53,816,ssm_state_fetch
3094,CPY,f32,786432x0x1x1,,n3092;n3093,53,816,ssm_state_fetch
3095,SSM_CONV,f32,10240x1x1x1,,n3084;l824,53,817,ssm_conv_silu
3096,UNARY,f32,10240x1x1x1,unary=silu(10),n3095,53,817,ssm_conv_silu
3097,VIEW,f32,128x16x1x1,offset=0,n3096,53,818,qk_l2norm
3098,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n3097,53,818,qk_l2norm
3099,VIEW,f32,128x16x1x1,offset=8192,n3096,53,818,qk_l2norm
3100,L2_NORM,f32,128x16x1x1,eps=9.999999975e-07,n3099,53,818,qk_l2norm
3101,VIEW,f32,128x48x1x1,offset=16384,n3096,53,818,qk_l2norm
3102,MUL_MAT,f32,48x1x1x1,,l825;n3072,53,819,gdn_gates
3103,RESHAPE,f32,48x1x1x1,,n3102,53,819,gdn_gates
3104,ADD,f32,48x1x1x1,,n3103;l826,53,819,gdn_gates
3105,UNARY,f32,48x1x1x1,unary=softplus(15),n3104,53,819,gdn_gates
3106,MUL,f32,48x1x1x1,,n3105;l827,53,819,gdn_gates
3107,RESHAPE,f32,1x48x1x1,,n3106,53,819,gdn_gates
3108,MUL_MAT,f32,48x1x1x1,,l828;n3072,53,819,gdn_gates
3109,RESHAPE,f32,1x48x1x1,,n3108,53,819,gdn_gates
3110,UNARY,f32,1x48x1x1,unary=sigmoid(7),n3109,53,819,gdn_gates
3111,RESHAPE,f32,128x128x48x1,,n3091,53,816,ssm_state_fetch
3112,RESHAPE,f32,786432x1x1x1,,n3111,53,816,ssm_state_fetch
3113,GATED_DELTA_NET,f32,6144x129x1x1,,n3098;n3100;n3101;n3107;n3110;n3112,53,820,deltanet_step
3114,VIEW,f32,128x128x48x1,offset=24576,n3113,53,821,ssm_state_store
3115,VIEW,f32,786432x1x1x1,offset=0,l823,53,821,ssm_state_store
3116,CPY,f32,786432x1x1x1,,n3114;n3115,53,821,ssm_state_store
3117,VIEW,f32,128x48x1x1,offset=0,n3113,53,822,gated_out_norm
3118,RMS_NORM,f32,128x48x1x1,eps=9.999999975e-07,n3117,53,822,gated_out_norm
3119,MUL,f32,128x48x1x1,,n3118;l829,53,822,gated_out_norm
3120,MUL_MAT,f32,6144x1x1x1,,l830;n3072,53,822,gated_out_norm
3121,RESHAPE,f32,128x48x1x1,,n3120,53,822,gated_out_norm
3122,UNARY,f32,128x48x1x1,unary=silu(10),n3121,53,822,gated_out_norm
3123,MUL,f32,128x48x1x1,,n3119;n3122,53,822,gated_out_norm
3124,RESHAPE,f32,6144x1x1x1,,n3123,53,822,gated_out_norm
3125,MUL_MAT,f32,5120x1x1x1,,l831;n3124,53,823,out_proj_ar16
3126,RESHAPE,f32,5120x1x1x1,,n3125,53,823,out_proj_ar16
3127,ADD,f32,5120x1x1x1,,n3126;n3070,53,824,residual_add
3128,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n3127,53,825,rmsnorm
3129,MUL,f32,5120x1x1x1,,n3128;l832,53,825,rmsnorm
3130,MUL_MAT,f32,17408x1x1x1,,l833;n3129,53,826,ffn_fused
3131,MUL_MAT,f32,17408x1x1x1,,l834;n3129,53,826,ffn_fused
3132,GLU,f32,17408x1x1x1,glu=swiglu(2) swapped=0 alpha=0 limit=0,n3130;n3131,53,826,ffn_fused
3133,MUL_MAT,f32,5120x1x1x1,,l835;n3132,53,826,ffn_fused
3134,ADD,f32,5120x1x1x1,,n3133;n3127,53,827,residual_add
3135,RMS_NORM,f32,5120x1x1x1,eps=9.999999975e-07,n3134,54,828,rmsnorm
3136,MUL,f32,5120x1x1x1,,n3135;l836,54,828,rmsnorm
3137,RESHAPE,f32,30720x1x1x1,,l837,54,829,conv_state_shift
3138,VIEW,f32,0x1x1x1,offset=0,n3137,54,829,conv_state_shift
3139,SCALE,f32,0x1x1x1,scale=0 bias=0,n3138,54,829,conv_state_shift
3140,GET_ROWS,f32,30720x1x1x1,,n3137;l6,54,829,conv_state_shift
3141,GET_ROWS,f32,30720x0x1x1,,n3137;l7,54,829,conv_state_shift
3142,VIEW,f32,30720x0x1x1,offset=122880,l837,54,829,conv_state_shift
3143,CPY,f32,30720x0x1x1,,n3141;n3142,54,829,conv_state_shift
3144,RESHAPE,f32,3x10240x1x1,,n3140,54,829,conv_state_shift
